"meldelandkreis";"Jahr";"MW";" keine Angaben";"VOC";"andere Varianten"
"SK Passau";"2021";"31";0;2;0
"SK Passau";"2021";"32";4;7;0
"SK Passau";"2021";"33";8;11;0
"SK Passau";"2021";"34";33;26;0
"SK Passau";"2021";"35";16;17;0
"SK Passau";"2021";"36";9;29;0
"SK Passau";"2021";"37";19;31;0
"SK Passau";"2021";"38";17;22;1
"SK Passau";"2021";"39";21;24;0
"SK Passau";"2021";"40";7;32;0
"SK Passau";"2021";"41";19;24;0
"SK Passau";"2021";"42";39;23;0
"SK Passau";"2021";"43";108;32;0
"SK Passau";"2021";"44";140;80;0
"SK Passau";"2021";"45";253;74;1
"SK Passau";"2021";"46";328;40;0
"SK Regensburg";"2021";"01";153;0;0
"SK Regensburg";"2021";"02";113;0;0
"SK Regensburg";"2021";"03";88;0;0
"SK Regensburg";"2021";"04";51;4;0
"SK Regensburg";"2021";"05";41;4;0
"SK Regensburg";"2021";"06";19;12;0
"SK Regensburg";"2021";"07";27;23;0
"SK Regensburg";"2021";"08";29;62;0
"SK Regensburg";"2021";"09";39;101;0
"SK Regensburg";"2021";"10";60;148;2
"SK Regensburg";"2021";"11";71;218;0
"SK Regensburg";"2021";"12";64;155;1
"SK Regensburg";"2021";"13";58;160;6
"SK Regensburg";"2021";"14";36;207;1
"SK Regensburg";"2021";"15";80;243;3
"SK Regensburg";"2021";"16";82;200;2
"SK Regensburg";"2021";"17";69;148;2
"SK Regensburg";"2021";"18";40;140;0
"SK Regensburg";"2021";"19";25;107;0
"SK Regensburg";"2021";"20";11;57;0
"SK Regensburg";"2021";"21";12;39;0
"SK Regensburg";"2021";"22";10;26;0
"SK Regensburg";"2021";"23";8;31;1
"SK Regensburg";"2021";"24";5;5;0
"SK Regensburg";"2021";"25";1;6;0
"SK Regensburg";"2021";"26";3;12;0
"SK Regensburg";"2021";"27";8;10;0
"SK Regensburg";"2021";"28";16;12;0
"SK Regensburg";"2021";"29";13;18;0
"SK Regensburg";"2021";"30";9;31;0
"SK Regensburg";"2021";"31";6;37;1
"SK Regensburg";"2021";"32";22;29;5
"SK Regensburg";"2021";"33";32;71;0
"SK Regensburg";"2021";"34";39;107;6
"SK Regensburg";"2021";"35";31;99;13
"SK Regensburg";"2021";"36";71;72;10
"SK Regensburg";"2021";"37";59;77;0
"SK Regensburg";"2021";"38";39;112;0
"SK Regensburg";"2021";"39";26;101;0
"SK Regensburg";"2021";"40";71;108;0
"SK Regensburg";"2021";"41";135;164;3
"SK Regensburg";"2021";"42";256;289;13
"SK Regensburg";"2021";"43";243;296;5
"SK Regensburg";"2021";"44";495;77;1
"SK Regensburg";"2021";"45";834;29;0
"SK Regensburg";"2021";"46";744;97;0
"SK Rosenheim";"2021";"01";130;0;0
"SK Rosenheim";"2021";"02";110;0;0
"SK Rosenheim";"2021";"03";82;0;0
"SK Rosenheim";"2021";"04";53;0;1
"SK Rosenheim";"2021";"05";28;3;1
"SK Rosenheim";"2021";"06";40;0;1
"SK Rosenheim";"2021";"07";15;14;1
"SK Rosenheim";"2021";"08";15;22;0
"SK Rosenheim";"2021";"09";26;33;7
"SK Rosenheim";"2021";"10";27;94;10
"SK Rosenheim";"2021";"11";23;69;1
"SK Rosenheim";"2021";"12";9;63;1
"SK Rosenheim";"2021";"13";17;45;0
"SK Rosenheim";"2021";"14";20;73;0
"SK Rosenheim";"2021";"15";21;80;1
"SK Rosenheim";"2021";"16";40;60;0
"SK Rosenheim";"2021";"17";21;68;0
"SK Rosenheim";"2021";"18";30;67;3
"SK Rosenheim";"2021";"19";18;33;1
"SK Rosenheim";"2021";"20";17;12;2
"SK Rosenheim";"2021";"21";6;14;5
"SK Rosenheim";"2021";"22";8;9;1
"SK Rosenheim";"2021";"23";7;8;1
"SK Rosenheim";"2021";"24";1;2;0
"SK Rosenheim";"2021";"25";1;0;0
"SK Rosenheim";"2021";"26";1;0;1
"SK Rosenheim";"2021";"27";3;0;0
"SK Rosenheim";"2021";"28";1;5;0
"SK Rosenheim";"2021";"29";2;4;1
"SK Rosenheim";"2021";"30";2;5;0
"SK Rosenheim";"2021";"31";0;5;0
"SK Rosenheim";"2021";"32";6;25;0
"SK Rosenheim";"2021";"33";15;74;0
"SK Rosenheim";"2021";"34";34;103;0
"SK Rosenheim";"2021";"35";36;92;0
"SK Rosenheim";"2021";"36";45;110;2
"SK Rosenheim";"2021";"37";25;76;0
"SK Rosenheim";"2021";"38";9;62;0
"SK Rosenheim";"2021";"39";23;78;0
"SK Rosenheim";"2021";"40";29;110;0
"SK Rosenheim";"2021";"41";64;78;0
"SK Rosenheim";"2021";"42";84;140;0
"SK Rosenheim";"2021";"43";118;113;0
"SK Rosenheim";"2021";"44";118;108;0
"SK Rosenheim";"2021";"45";283;85;0
"SK Rosenheim";"2021";"46";540;9;0
"SK Schwabach";"2021";"01";92;0;0
"SK Schwabach";"2021";"02";82;0;0
"SK Schwabach";"2021";"03";42;1;0
"SK Schwabach";"2021";"04";26;2;1
"SK Schwabach";"2021";"05";21;2;0
"SK Schwabach";"2021";"06";10;11;1
"SK Schwabach";"2021";"07";22;5;2
"SK Schwabach";"2021";"08";8;13;2
"SK Schwabach";"2021";"09";8;16;2
"SK Schwabach";"2021";"10";5;30;3
"SK Schwabach";"2021";"11";10;22;5
"SK Schwabach";"2021";"12";13;27;10
"SK Schwabach";"2021";"13";22;32;9
"SK Schwabach";"2021";"14";18;41;5
"SK Schwabach";"2021";"15";18;41;8
"SK Schwabach";"2021";"16";15;45;5
"SK Schwabach";"2021";"17";15;20;3
"SK Schwabach";"2021";"18";1;24;1
"SK Schwabach";"2021";"19";5;17;2
"SK Schwabach";"2021";"20";2;10;1
"SK Schwabach";"2021";"21";2;8;0
"SK Schwabach";"2021";"22";0;12;2
"SK Schwabach";"2021";"23";1;3;0
"SK Schwabach";"2021";"24";0;1;0
"SK Schwabach";"2021";"25";0;1;1
"SK Schwabach";"2021";"26";1;0;0
"SK Schwabach";"2021";"27";0;1;1
"SK Schwabach";"2021";"28";1;3;0
"SK Schwabach";"2021";"31";1;5;0
"SK Schwabach";"2021";"32";2;5;3
"SK Schwabach";"2021";"33";1;14;0
"SK Schwabach";"2021";"34";8;30;1
"SK Schwabach";"2021";"35";18;31;6
"SK Schwabach";"2021";"36";11;19;5
"SK Schwabach";"2021";"37";9;27;3
"SK Schwabach";"2021";"38";5;37;0
"SK Schwabach";"2021";"39";1;35;2
"SK Schwabach";"2021";"40";10;37;1
"SK Schwabach";"2021";"41";8;38;5
"SK Schwabach";"2021";"42";23;38;1
"SK Schwabach";"2021";"43";46;51;0
"SK Schwabach";"2021";"44";50;66;0
"SK Schwabach";"2021";"45";145;87;0
"SK Schwabach";"2021";"46";212;49;0
"SK Schweinfurt";"2021";"01";74;0;0
"SK Schweinfurt";"2021";"02";55;0;0
"SK Schweinfurt";"2021";"03";48;0;0
"SK Schweinfurt";"2021";"04";43;0;0
"SK Schweinfurt";"2021";"05";30;0;0
"SK Schweinfurt";"2021";"06";2;0;0
"SK Schweinfurt";"2021";"07";7;1;1
"SK Schweinfurt";"2021";"08";9;5;0
"SK Schweinfurt";"2021";"09";12;23;2
"SK Schweinfurt";"2021";"10";4;37;24
"SK Schweinfurt";"2021";"11";6;95;22
"SK Schweinfurt";"2021";"12";5;104;30
"SK Schweinfurt";"2021";"13";3;73;22
"SK Schweinfurt";"2021";"14";3;103;26
"SK Schweinfurt";"2021";"15";1;104;44
"SK Schweinfurt";"2021";"16";0;118;53
"SK Schweinfurt";"2021";"17";1;118;51
"SK Schweinfurt";"2021";"18";6;98;29
"SK Schweinfurt";"2021";"19";0;87;27
"SK Schweinfurt";"2021";"20";0;51;19
"SK Schweinfurt";"2021";"21";2;28;17
"SK Schweinfurt";"2021";"22";2;16;5
"SK Schweinfurt";"2021";"23";1;29;15
"SK Schweinfurt";"2021";"24";0;15;7
"SK Schweinfurt";"2021";"25";0;4;8
"SK Schweinfurt";"2021";"26";0;5;1
"SK Schweinfurt";"2021";"27";0;4;4
"SK Schweinfurt";"2021";"28";0;1;4
"SK Schweinfurt";"2021";"29";0;5;4
"SK Schweinfurt";"2021";"30";0;5;0
"SK Schweinfurt";"2021";"31";0;1;3
"SK Schweinfurt";"2021";"32";0;9;14
"SK Schweinfurt";"2021";"33";1;20;34
"SK Schweinfurt";"2021";"34";1;38;53
"SK Schweinfurt";"2021";"35";2;28;42
"SK Schweinfurt";"2021";"36";1;28;31
"SK Schweinfurt";"2021";"37";6;31;41
"SK Schweinfurt";"2021";"38";19;42;19
"SK Schweinfurt";"2021";"39";31;44;7
"SK Schweinfurt";"2021";"40";26;29;8
"SK Schweinfurt";"2021";"41";19;46;6
"SK Schweinfurt";"2021";"42";38;82;27
"SK Schweinfurt";"2021";"43";54;81;22
"SK Schweinfurt";"2021";"44";76;96;11
"SK Schweinfurt";"2021";"45";174;72;2
"SK Schweinfurt";"2021";"46";184;30;22
"SK Straubing";"2021";"01";49;0;0
"SK Straubing";"2021";"02";32;0;0
"SK Straubing";"2021";"03";34;0;0
"SK Straubing";"2021";"04";28;0;0
"SK Straubing";"2021";"05";13;0;0
"SK Straubing";"2021";"06";30;0;0
"SK Straubing";"2021";"07";8;5;0
"SK Straubing";"2021";"08";10;4;1
"SK Straubing";"2021";"09";11;20;2
"SK Straubing";"2021";"10";25;30;9
"SK Straubing";"2021";"11";7;48;2
"SK Straubing";"2021";"12";7;56;0
"SK Straubing";"2021";"13";14;60;0
"SK Straubing";"2021";"14";15;60;0
"SK Straubing";"2021";"15";31;70;0
"SK Straubing";"2021";"16";15;73;0
"SK Straubing";"2021";"17";25;74;0
"SK Straubing";"2021";"18";22;57;0
"SK Straubing";"2021";"19";7;54;0
"SK Straubing";"2021";"20";12;27;0
"SK Straubing";"2021";"21";5;10;0
"SK Straubing";"2021";"22";1;2;0
"SK Straubing";"2021";"23";0;3;0
"SK Straubing";"2021";"28";2;1;0
"SK Straubing";"2021";"29";1;0;0
"SK Straubing";"2021";"30";1;1;0
"SK Straubing";"2021";"31";2;7;0
"SK Straubing";"2021";"32";0;6;0
"SK Straubing";"2021";"33";4;27;1
"SK Straubing";"2021";"34";3;35;0
"SK Straubing";"2021";"35";2;39;0
"SK Straubing";"2021";"36";8;47;0
"SK Straubing";"2021";"37";1;35;0
"SK Straubing";"2021";"38";7;24;0
"SK Straubing";"2021";"39";13;28;0
"SK Straubing";"2021";"40";8;48;1
"SK Straubing";"2021";"41";20;65;1
"SK Straubing";"2021";"42";80;86;2
"SK Straubing";"2021";"43";92;90;2
"SK Straubing";"2021";"44";122;66;1
"SK Straubing";"2021";"45";212;81;2
"SK Straubing";"2021";"46";274;57;0
"SK Weiden i.d.OPf.";"2021";"01";93;0;0
"SK Weiden i.d.OPf.";"2021";"02";47;0;0
"SK Weiden i.d.OPf.";"2021";"03";59;2;0
"SK Weiden i.d.OPf.";"2021";"04";56;24;0
"SK Weiden i.d.OPf.";"2021";"05";50;34;0
"SK Weiden i.d.OPf.";"2021";"06";29;26;0
"SK Weiden i.d.OPf.";"2021";"07";36;76;0
"SK Weiden i.d.OPf.";"2021";"08";47;65;0
"SK Weiden i.d.OPf.";"2021";"09";41;55;0
"SK Weiden i.d.OPf.";"2021";"10";10;48;0
"SK Weiden i.d.OPf.";"2021";"11";22;45;0
"SK Weiden i.d.OPf.";"2021";"12";16;35;0
"SK Weiden i.d.OPf.";"2021";"13";16;26;0
"SK Weiden i.d.OPf.";"2021";"14";16;26;0
"SK Weiden i.d.OPf.";"2021";"15";9;47;0
"SK Weiden i.d.OPf.";"2021";"16";21;33;0
"SK Weiden i.d.OPf.";"2021";"17";7;26;0
"SK Weiden i.d.OPf.";"2021";"18";9;30;0
"SK Weiden i.d.OPf.";"2021";"19";4;11;0
"SK Weiden i.d.OPf.";"2021";"20";1;4;0
"SK Weiden i.d.OPf.";"2021";"21";0;2;0
"SK Weiden i.d.OPf.";"2021";"22";0;1;0
"SK Weiden i.d.OPf.";"2021";"23";1;0;0
"SK Weiden i.d.OPf.";"2021";"24";0;1;0
"SK Weiden i.d.OPf.";"2021";"25";1;1;0
"SK Weiden i.d.OPf.";"2021";"28";0;2;0
"SK Weiden i.d.OPf.";"2021";"29";2;1;0
"SK Weiden i.d.OPf.";"2021";"30";0;7;1
"SK Weiden i.d.OPf.";"2021";"31";1;1;1
"SK Weiden i.d.OPf.";"2021";"32";8;22;4
"SK Weiden i.d.OPf.";"2021";"33";7;20;1
"SK Weiden i.d.OPf.";"2021";"34";13;11;1
"SK Weiden i.d.OPf.";"2021";"35";6;35;1
"SK Weiden i.d.OPf.";"2021";"36";7;7;4
"SK Weiden i.d.OPf.";"2021";"37";5;3;0
"SK Weiden i.d.OPf.";"2021";"38";4;10;0
"SK Weiden i.d.OPf.";"2021";"39";1;24;0
"SK Weiden i.d.OPf.";"2021";"40";8;22;0
"SK Weiden i.d.OPf.";"2021";"41";10;15;0
"SK Weiden i.d.OPf.";"2021";"42";14;12;12
"SK Weiden i.d.OPf.";"2021";"43";35;33;5
"SK Weiden i.d.OPf.";"2021";"44";26;47;0
"SK Weiden i.d.OPf.";"2021";"45";89;41;33
"SK Weiden i.d.OPf.";"2021";"46";210;1;1
"SK Würzburg";"2021";"01";101;0;1
"SK Würzburg";"2021";"02";104;0;3
"SK Würzburg";"2021";"03";100;1;9
"SK Würzburg";"2021";"04";68;14;8
"SK Würzburg";"2021";"05";35;16;12
"SK Würzburg";"2021";"06";35;9;3
"SK Würzburg";"2021";"07";44;13;1
"SK Würzburg";"2021";"08";29;15;12
"SK Würzburg";"2021";"09";34;22;2
"SK Würzburg";"2021";"10";12;57;11
"SK Würzburg";"2021";"11";13;62;17
"SK Würzburg";"2021";"12";35;46;8
"SK Würzburg";"2021";"13";18;71;5
"SK Würzburg";"2021";"14";26;109;12
"SK Würzburg";"2021";"15";49;178;23
"SK Würzburg";"2021";"16";39;134;3
"SK Würzburg";"2021";"17";24;105;13
"SK Würzburg";"2021";"18";29;70;6
"SK Würzburg";"2021";"19";18;66;6
"SK Würzburg";"2021";"20";18;56;4
"SK Würzburg";"2021";"21";6;29;1
"SK Würzburg";"2021";"22";4;28;2
"SK Würzburg";"2021";"23";2;31;1
"SK Würzburg";"2021";"24";10;10;0
"SK Würzburg";"2021";"25";6;9;0
"SK Würzburg";"2021";"26";6;8;0
"SK Würzburg";"2021";"27";12;14;1
"SK Würzburg";"2021";"28";2;11;4
"SK Würzburg";"2021";"29";7;20;1
"SK Würzburg";"2021";"30";3;15;0
"SK Würzburg";"2021";"31";6;25;0
"SK Würzburg";"2021";"32";6;35;0
"SK Würzburg";"2021";"33";16;51;1
"SK Würzburg";"2021";"34";15;122;0
"SK Würzburg";"2021";"35";22;102;1
"SK Würzburg";"2021";"36";16;105;2
"SK Würzburg";"2021";"37";18;105;1
"SK Würzburg";"2021";"38";15;100;0
"SK Würzburg";"2021";"39";11;55;1
"SK Würzburg";"2021";"40";15;66;4
"SK Würzburg";"2021";"41";19;61;13
"SK Würzburg";"2021";"42";25;119;4
"SK Würzburg";"2021";"43";117;157;1
"SK Würzburg";"2021";"44";58;186;1
"SK Würzburg";"2021";"45";129;204;2
"SK Würzburg";"2021";"46";249;198;0
