"meldelandkreis";"Jahr";"MW";" keine Angaben";"VOC";"andere Varianten"
"LK Lindau";"2021";"03";61;0;5
"LK Lindau";"2021";"04";58;1;9
"LK Lindau";"2021";"05";38;1;9
"LK Lindau";"2021";"06";27;1;11
"LK Lindau";"2021";"07";17;12;17
"LK Lindau";"2021";"08";23;18;9
"LK Lindau";"2021";"09";21;25;9
"LK Lindau";"2021";"10";16;50;11
"LK Lindau";"2021";"11";18;62;20
"LK Lindau";"2021";"12";15;66;22
"LK Lindau";"2021";"13";13;134;0
"LK Lindau";"2021";"14";15;66;6
"LK Lindau";"2021";"15";8;89;3
"LK Lindau";"2021";"16";27;70;4
"LK Lindau";"2021";"17";9;39;7
"LK Lindau";"2021";"18";12;56;3
"LK Lindau";"2021";"19";16;24;0
"LK Lindau";"2021";"20";8;15;3
"LK Lindau";"2021";"21";4;18;0
"LK Lindau";"2021";"22";10;22;0
"LK Lindau";"2021";"23";8;49;2
"LK Lindau";"2021";"24";4;23;1
"LK Lindau";"2021";"25";0;7;0
"LK Lindau";"2021";"26";0;3;0
"LK Lindau";"2021";"28";0;2;2
"LK Lindau";"2021";"29";0;4;1
"LK Lindau";"2021";"30";1;11;1
"LK Lindau";"2021";"31";0;9;0
"LK Lindau";"2021";"32";2;19;0
"LK Lindau";"2021";"33";6;22;0
"LK Lindau";"2021";"34";11;32;0
"LK Lindau";"2021";"35";6;29;0
"LK Lindau";"2021";"36";17;48;0
"LK Lindau";"2021";"37";5;87;0
"LK Lindau";"2021";"38";38;70;0
"LK Lindau";"2021";"39";20;43;0
"LK Lindau";"2021";"40";21;25;0
"LK Lindau";"2021";"41";20;28;0
"LK Lindau";"2021";"42";49;51;0
"LK Lindau";"2021";"43";85;95;0
"LK Lindau";"2021";"44";170;107;0
"LK Lindau";"2021";"45";345;76;0
"LK Lindau";"2021";"46";407;9;0
"LK Main-Spessart";"2021";"01";128;0;0
"LK Main-Spessart";"2021";"02";86;2;1
"LK Main-Spessart";"2021";"03";124;0;2
"LK Main-Spessart";"2021";"04";53;2;0
"LK Main-Spessart";"2021";"05";39;1;1
"LK Main-Spessart";"2021";"06";38;14;2
"LK Main-Spessart";"2021";"07";30;11;1
"LK Main-Spessart";"2021";"08";14;24;0
"LK Main-Spessart";"2021";"09";8;52;27
"LK Main-Spessart";"2021";"10";20;137;19
"LK Main-Spessart";"2021";"11";15;112;26
"LK Main-Spessart";"2021";"12";23;79;14
"LK Main-Spessart";"2021";"13";19;90;4
"LK Main-Spessart";"2021";"14";15;102;5
"LK Main-Spessart";"2021";"15";19;159;3
"LK Main-Spessart";"2021";"16";22;134;2
"LK Main-Spessart";"2021";"17";20;100;0
"LK Main-Spessart";"2021";"18";14;75;2
"LK Main-Spessart";"2021";"19";5;52;7
"LK Main-Spessart";"2021";"20";11;63;1
"LK Main-Spessart";"2021";"21";5;39;0
"LK Main-Spessart";"2021";"22";3;18;0
"LK Main-Spessart";"2021";"23";6;12;0
"LK Main-Spessart";"2021";"24";2;8;0
"LK Main-Spessart";"2021";"25";1;10;1
"LK Main-Spessart";"2021";"26";1;7;0
"LK Main-Spessart";"2021";"27";3;5;0
"LK Main-Spessart";"2021";"28";0;7;0
"LK Main-Spessart";"2021";"29";1;6;0
"LK Main-Spessart";"2021";"30";3;7;0
"LK Main-Spessart";"2021";"31";2;13;0
"LK Main-Spessart";"2021";"32";4;33;0
"LK Main-Spessart";"2021";"33";7;34;0
"LK Main-Spessart";"2021";"34";3;43;0
"LK Main-Spessart";"2021";"35";3;41;0
"LK Main-Spessart";"2021";"36";6;34;0
"LK Main-Spessart";"2021";"37";8;38;1
"LK Main-Spessart";"2021";"38";7;24;0
"LK Main-Spessart";"2021";"39";7;35;0
"LK Main-Spessart";"2021";"40";7;47;0
"LK Main-Spessart";"2021";"41";18;50;1
"LK Main-Spessart";"2021";"42";6;76;2
"LK Main-Spessart";"2021";"43";51;81;1
"LK Main-Spessart";"2021";"44";49;132;0
"LK Main-Spessart";"2021";"45";130;112;0
"LK Main-Spessart";"2021";"46";214;111;0
"LK Miesbach";"2021";"01";190;1;32
"LK Miesbach";"2021";"02";134;0;0
"LK Miesbach";"2021";"03";65;0;5
"LK Miesbach";"2021";"04";56;1;4
"LK Miesbach";"2021";"05";43;2;7
"LK Miesbach";"2021";"06";34;6;14
"LK Miesbach";"2021";"07";9;4;25
"LK Miesbach";"2021";"08";1;17;47
"LK Miesbach";"2021";"09";2;19;37
"LK Miesbach";"2021";"10";1;41;27
"LK Miesbach";"2021";"11";4;28;28
"LK Miesbach";"2021";"12";7;50;25
"LK Miesbach";"2021";"13";12;61;22
"LK Miesbach";"2021";"14";14;65;42
"LK Miesbach";"2021";"15";33;88;11
"LK Miesbach";"2021";"16";63;108;3
"LK Miesbach";"2021";"17";58;70;0
"LK Miesbach";"2021";"18";57;85;0
"LK Miesbach";"2021";"19";72;69;0
"LK Miesbach";"2021";"20";49;33;0
"LK Miesbach";"2021";"21";17;27;0
"LK Miesbach";"2021";"22";6;15;0
"LK Miesbach";"2021";"23";10;5;1
"LK Miesbach";"2021";"24";4;20;0
"LK Miesbach";"2021";"25";2;9;0
"LK Miesbach";"2021";"26";2;3;0
"LK Miesbach";"2021";"27";7;2;2
"LK Miesbach";"2021";"28";5;1;0
"LK Miesbach";"2021";"29";11;5;0
"LK Miesbach";"2021";"30";4;4;0
"LK Miesbach";"2021";"31";4;5;0
"LK Miesbach";"2021";"32";9;17;1
"LK Miesbach";"2021";"33";16;22;0
"LK Miesbach";"2021";"34";26;17;0
"LK Miesbach";"2021";"35";31;19;0
"LK Miesbach";"2021";"36";44;30;0
"LK Miesbach";"2021";"37";50;61;0
"LK Miesbach";"2021";"38";70;81;1
"LK Miesbach";"2021";"39";61;93;1
"LK Miesbach";"2021";"40";88;88;0
"LK Miesbach";"2021";"41";101;115;0
"LK Miesbach";"2021";"42";264;170;0
"LK Miesbach";"2021";"43";483;75;0
"LK Miesbach";"2021";"44";660;54;0
"LK Miesbach";"2021";"45";1064;33;0
"LK Miesbach";"2021";"46";714;34;0
"LK Miltenberg";"2021";"01";243;3;2
"LK Miltenberg";"2021";"02";187;0;1
"LK Miltenberg";"2021";"03";223;1;8
"LK Miltenberg";"2021";"04";225;1;18
"LK Miltenberg";"2021";"05";174;1;3
"LK Miltenberg";"2021";"06";101;9;2
"LK Miltenberg";"2021";"07";44;7;13
"LK Miltenberg";"2021";"08";42;13;11
"LK Miltenberg";"2021";"09";46;36;9
"LK Miltenberg";"2021";"10";30;52;9
"LK Miltenberg";"2021";"11";19;66;22
"LK Miltenberg";"2021";"12";11;70;20
"LK Miltenberg";"2021";"13";17;95;13
"LK Miltenberg";"2021";"14";24;51;12
"LK Miltenberg";"2021";"15";27;139;1
"LK Miltenberg";"2021";"16";47;191;2
"LK Miltenberg";"2021";"17";42;166;7
"LK Miltenberg";"2021";"18";27;135;7
"LK Miltenberg";"2021";"19";31;112;2
"LK Miltenberg";"2021";"20";11;70;0
"LK Miltenberg";"2021";"21";11;35;0
"LK Miltenberg";"2021";"22";7;35;0
"LK Miltenberg";"2021";"23";3;16;0
"LK Miltenberg";"2021";"24";5;15;2
"LK Miltenberg";"2021";"25";5;9;0
"LK Miltenberg";"2021";"26";1;1;0
"LK Miltenberg";"2021";"27";3;7;0
"LK Miltenberg";"2021";"28";0;1;0
"LK Miltenberg";"2021";"29";4;13;2
"LK Miltenberg";"2021";"30";8;24;0
"LK Miltenberg";"2021";"31";8;30;0
"LK Miltenberg";"2021";"32";1;36;0
"LK Miltenberg";"2021";"33";10;27;2
"LK Miltenberg";"2021";"34";12;78;8
"LK Miltenberg";"2021";"35";11;89;2
"LK Miltenberg";"2021";"36";11;91;8
"LK Miltenberg";"2021";"37";4;101;2
"LK Miltenberg";"2021";"38";11;41;0
"LK Miltenberg";"2021";"39";7;69;5
"LK Miltenberg";"2021";"40";14;43;2
"LK Miltenberg";"2021";"41";23;99;3
"LK Miltenberg";"2021";"42";37;125;7
"LK Miltenberg";"2021";"43";45;143;18
"LK Miltenberg";"2021";"44";120;151;8
"LK Miltenberg";"2021";"45";247;132;3
"LK Miltenberg";"2021";"46";369;87;38
"LK Mühldorf a.Inn";"2021";"01";206;0;0
"LK Mühldorf a.Inn";"2021";"02";169;0;1
"LK Mühldorf a.Inn";"2021";"03";196;2;5
"LK Mühldorf a.Inn";"2021";"04";160;0;3
"LK Mühldorf a.Inn";"2021";"05";132;2;26
"LK Mühldorf a.Inn";"2021";"06";47;6;40
"LK Mühldorf a.Inn";"2021";"07";18;9;61
"LK Mühldorf a.Inn";"2021";"08";24;30;83
"LK Mühldorf a.Inn";"2021";"09";14;62;27
"LK Mühldorf a.Inn";"2021";"10";20;94;12
"LK Mühldorf a.Inn";"2021";"11";24;78;20
"LK Mühldorf a.Inn";"2021";"12";23;134;19
"LK Mühldorf a.Inn";"2021";"13";16;129;10
"LK Mühldorf a.Inn";"2021";"14";56;234;5
"LK Mühldorf a.Inn";"2021";"15";104;261;15
"LK Mühldorf a.Inn";"2021";"16";97;294;5
"LK Mühldorf a.Inn";"2021";"17";85;161;0
"LK Mühldorf a.Inn";"2021";"18";36;103;4
"LK Mühldorf a.Inn";"2021";"19";17;65;6
"LK Mühldorf a.Inn";"2021";"20";3;24;4
"LK Mühldorf a.Inn";"2021";"21";5;13;0
"LK Mühldorf a.Inn";"2021";"22";5;8;5
"LK Mühldorf a.Inn";"2021";"23";4;7;6
"LK Mühldorf a.Inn";"2021";"24";1;3;1
"LK Mühldorf a.Inn";"2021";"25";3;5;0
"LK Mühldorf a.Inn";"2021";"26";0;3;0
"LK Mühldorf a.Inn";"2021";"27";2;4;0
"LK Mühldorf a.Inn";"2021";"28";6;6;0
"LK Mühldorf a.Inn";"2021";"29";3;2;1
"LK Mühldorf a.Inn";"2021";"30";0;9;0
"LK Mühldorf a.Inn";"2021";"31";2;10;0
"LK Mühldorf a.Inn";"2021";"32";9;59;1
"LK Mühldorf a.Inn";"2021";"33";24;46;0
"LK Mühldorf a.Inn";"2021";"34";17;64;1
"LK Mühldorf a.Inn";"2021";"35";20;78;1
"LK Mühldorf a.Inn";"2021";"36";15;112;0
"LK Mühldorf a.Inn";"2021";"37";25;89;0
"LK Mühldorf a.Inn";"2021";"38";19;77;0
"LK Mühldorf a.Inn";"2021";"39";14;103;0
"LK Mühldorf a.Inn";"2021";"40";29;126;1
"LK Mühldorf a.Inn";"2021";"41";85;204;0
"LK Mühldorf a.Inn";"2021";"42";152;529;4
"LK Mühldorf a.Inn";"2021";"43";238;514;8
"LK Mühldorf a.Inn";"2021";"44";382;582;1
"LK Mühldorf a.Inn";"2021";"45";549;704;0
"LK Mühldorf a.Inn";"2021";"46";730;584;0
"LK München";"2021";"01";525;0;0
"LK München";"2021";"02";403;2;0
"LK München";"2021";"03";409;5;0
"LK München";"2021";"04";249;3;0
"LK München";"2021";"05";181;18;0
"LK München";"2021";"06";145;26;2
"LK München";"2021";"07";92;43;0
"LK München";"2021";"08";109;81;3
"LK München";"2021";"09";88;86;4
"LK München";"2021";"10";95;127;1
"LK München";"2021";"11";112;172;0
"LK München";"2021";"12";155;182;3
"LK München";"2021";"13";88;235;1
"LK München";"2021";"14";98;277;1
"LK München";"2021";"15";251;369;9
"LK München";"2021";"16";145;284;9
"LK München";"2021";"17";115;279;10
"LK München";"2021";"18";79;188;1
"LK München";"2021";"19";70;149;1
"LK München";"2021";"20";34;93;0
"LK München";"2021";"21";22;60;1
"LK München";"2021";"22";20;33;6
"LK München";"2021";"23";15;36;3
"LK München";"2021";"24";25;19;9
"LK München";"2021";"25";7;7;1
"LK München";"2021";"26";5;12;1
"LK München";"2021";"27";24;10;0
"LK München";"2021";"28";44;9;0
"LK München";"2021";"29";41;24;2
"LK München";"2021";"30";43;16;1
"LK München";"2021";"31";32;28;4
"LK München";"2021";"32";39;46;7
"LK München";"2021";"33";39;110;9
"LK München";"2021";"34";74;171;6
"LK München";"2021";"35";81;208;7
"LK München";"2021";"36";78;189;7
"LK München";"2021";"37";88;223;23
"LK München";"2021";"38";87;258;4
"LK München";"2021";"39";82;250;0
"LK München";"2021";"40";85;135;1
"LK München";"2021";"41";81;217;2
"LK München";"2021";"42";110;345;2
"LK München";"2021";"43";214;444;7
"LK München";"2021";"44";350;544;2
"LK München";"2021";"45";753;739;1
"LK München";"2021";"46";1276;411;0
"LK Neu-Ulm";"2021";"01";174;2;2
"LK Neu-Ulm";"2021";"02";162;3;5
"LK Neu-Ulm";"2021";"03";122;14;18
"LK Neu-Ulm";"2021";"04";74;20;24
"LK Neu-Ulm";"2021";"05";25;4;69
"LK Neu-Ulm";"2021";"06";14;19;57
"LK Neu-Ulm";"2021";"07";36;15;26
"LK Neu-Ulm";"2021";"08";60;29;2
"LK Neu-Ulm";"2021";"09";51;24;3
"LK Neu-Ulm";"2021";"10";19;45;19
"LK Neu-Ulm";"2021";"11";12;46;4
"LK Neu-Ulm";"2021";"12";35;109;14
"LK Neu-Ulm";"2021";"13";26;105;13
"LK Neu-Ulm";"2021";"14";38;160;25
"LK Neu-Ulm";"2021";"15";75;260;11
"LK Neu-Ulm";"2021";"16";50;264;45
"LK Neu-Ulm";"2021";"17";58;258;18
"LK Neu-Ulm";"2021";"18";57;243;9
"LK Neu-Ulm";"2021";"19";50;156;5
"LK Neu-Ulm";"2021";"20";35;168;6
"LK Neu-Ulm";"2021";"21";17;92;0
"LK Neu-Ulm";"2021";"22";15;95;3
"LK Neu-Ulm";"2021";"23";13;58;0
"LK Neu-Ulm";"2021";"24";3;24;1
"LK Neu-Ulm";"2021";"25";2;23;0
"LK Neu-Ulm";"2021";"26";3;11;1
"LK Neu-Ulm";"2021";"27";3;2;2
"LK Neu-Ulm";"2021";"28";5;6;2
"LK Neu-Ulm";"2021";"29";6;8;4
"LK Neu-Ulm";"2021";"30";1;21;4
"LK Neu-Ulm";"2021";"31";2;14;12
"LK Neu-Ulm";"2021";"32";2;22;27
"LK Neu-Ulm";"2021";"33";10;53;37
"LK Neu-Ulm";"2021";"34";35;90;57
"LK Neu-Ulm";"2021";"35";65;96;39
"LK Neu-Ulm";"2021";"36";76;120;20
"LK Neu-Ulm";"2021";"37";39;106;46
"LK Neu-Ulm";"2021";"38";32;107;40
"LK Neu-Ulm";"2021";"39";12;84;49
"LK Neu-Ulm";"2021";"40";19;90;44
"LK Neu-Ulm";"2021";"41";18;139;96
"LK Neu-Ulm";"2021";"42";65;235;174
"LK Neu-Ulm";"2021";"43";171;302;174
"LK Neu-Ulm";"2021";"44";216;329;113
"LK Neu-Ulm";"2021";"45";413;292;102
"LK Neu-Ulm";"2021";"46";588;140;118
"LK Neuburg-Schrobenhausen";"2021";"01";149;0;0
"LK Neuburg-Schrobenhausen";"2021";"02";115;0;0
"LK Neuburg-Schrobenhausen";"2021";"03";94;0;0
"LK Neuburg-Schrobenhausen";"2021";"04";67;0;0
"LK Neuburg-Schrobenhausen";"2021";"05";22;0;0
"LK Neuburg-Schrobenhausen";"2021";"06";15;2;0
"LK Neuburg-Schrobenhausen";"2021";"07";24;2;1
"LK Neuburg-Schrobenhausen";"2021";"08";12;14;2
"LK Neuburg-Schrobenhausen";"2021";"09";4;20;5
"LK Neuburg-Schrobenhausen";"2021";"10";9;61;6
"LK Neuburg-Schrobenhausen";"2021";"11";14;87;6
"LK Neuburg-Schrobenhausen";"2021";"12";16;105;17
"LK Neuburg-Schrobenhausen";"2021";"13";13;115;19
"LK Neuburg-Schrobenhausen";"2021";"14";21;123;9
"LK Neuburg-Schrobenhausen";"2021";"15";27;133;21
"LK Neuburg-Schrobenhausen";"2021";"16";38;105;23
"LK Neuburg-Schrobenhausen";"2021";"17";21;64;21
"LK Neuburg-Schrobenhausen";"2021";"18";14;61;13
"LK Neuburg-Schrobenhausen";"2021";"19";8;53;10
"LK Neuburg-Schrobenhausen";"2021";"20";11;31;8
"LK Neuburg-Schrobenhausen";"2021";"21";5;17;7
"LK Neuburg-Schrobenhausen";"2021";"22";6;15;3
"LK Neuburg-Schrobenhausen";"2021";"23";5;13;8
"LK Neuburg-Schrobenhausen";"2021";"24";3;0;1
"LK Neuburg-Schrobenhausen";"2021";"25";2;3;0
"LK Neuburg-Schrobenhausen";"2021";"26";1;1;2
"LK Neuburg-Schrobenhausen";"2021";"28";1;21;3
"LK Neuburg-Schrobenhausen";"2021";"29";1;10;1
"LK Neuburg-Schrobenhausen";"2021";"30";1;2;2
"LK Neuburg-Schrobenhausen";"2021";"31";2;12;1
"LK Neuburg-Schrobenhausen";"2021";"32";3;23;8
"LK Neuburg-Schrobenhausen";"2021";"33";5;43;17
"LK Neuburg-Schrobenhausen";"2021";"34";10;75;17
"LK Neuburg-Schrobenhausen";"2021";"35";11;67;14
"LK Neuburg-Schrobenhausen";"2021";"36";4;43;22
"LK Neuburg-Schrobenhausen";"2021";"37";13;55;13
"LK Neuburg-Schrobenhausen";"2021";"38";5;84;3
"LK Neuburg-Schrobenhausen";"2021";"39";6;71;3
"LK Neuburg-Schrobenhausen";"2021";"40";17;44;10
"LK Neuburg-Schrobenhausen";"2021";"41";17;65;15
"LK Neuburg-Schrobenhausen";"2021";"42";14;102;18
"LK Neuburg-Schrobenhausen";"2021";"43";14;137;38
"LK Neuburg-Schrobenhausen";"2021";"44";14;259;30
"LK Neuburg-Schrobenhausen";"2021";"45";62;428;94
"LK Neuburg-Schrobenhausen";"2021";"46";197;290;310
"LK Neumarkt i.d.OPf.";"2021";"01";253;0;0
"LK Neumarkt i.d.OPf.";"2021";"02";163;0;1
"LK Neumarkt i.d.OPf.";"2021";"03";101;2;0
"LK Neumarkt i.d.OPf.";"2021";"04";71;8;0
"LK Neumarkt i.d.OPf.";"2021";"05";82;16;0
"LK Neumarkt i.d.OPf.";"2021";"06";80;18;5
"LK Neumarkt i.d.OPf.";"2021";"07";73;13;6
"LK Neumarkt i.d.OPf.";"2021";"08";74;17;3
"LK Neumarkt i.d.OPf.";"2021";"09";60;13;11
"LK Neumarkt i.d.OPf.";"2021";"10";50;25;21
"LK Neumarkt i.d.OPf.";"2021";"11";100;26;1
"LK Neumarkt i.d.OPf.";"2021";"12";148;96;0
"LK Neumarkt i.d.OPf.";"2021";"13";121;61;0
"LK Neumarkt i.d.OPf.";"2021";"14";116;61;0
"LK Neumarkt i.d.OPf.";"2021";"15";159;55;0
"LK Neumarkt i.d.OPf.";"2021";"16";268;75;0
"LK Neumarkt i.d.OPf.";"2021";"17";232;60;1
"LK Neumarkt i.d.OPf.";"2021";"18";165;34;6
"LK Neumarkt i.d.OPf.";"2021";"19";98;22;5
"LK Neumarkt i.d.OPf.";"2021";"20";101;32;5
"LK Neumarkt i.d.OPf.";"2021";"21";62;18;1
"LK Neumarkt i.d.OPf.";"2021";"22";35;7;1
"LK Neumarkt i.d.OPf.";"2021";"23";14;4;0
"LK Neumarkt i.d.OPf.";"2021";"24";2;5;0
"LK Neumarkt i.d.OPf.";"2021";"25";4;1;0
"LK Neumarkt i.d.OPf.";"2021";"26";5;2;0
"LK Neumarkt i.d.OPf.";"2021";"27";3;0;0
"LK Neumarkt i.d.OPf.";"2021";"28";0;3;0
"LK Neumarkt i.d.OPf.";"2021";"30";6;3;0
"LK Neumarkt i.d.OPf.";"2021";"31";5;3;1
"LK Neumarkt i.d.OPf.";"2021";"32";10;7;4
"LK Neumarkt i.d.OPf.";"2021";"33";14;30;2
"LK Neumarkt i.d.OPf.";"2021";"34";57;90;5
"LK Neumarkt i.d.OPf.";"2021";"35";48;64;10
"LK Neumarkt i.d.OPf.";"2021";"36";23;66;17
"LK Neumarkt i.d.OPf.";"2021";"37";43;55;26
"LK Neumarkt i.d.OPf.";"2021";"38";98;92;23
"LK Neumarkt i.d.OPf.";"2021";"39";76;105;8
"LK Neumarkt i.d.OPf.";"2021";"40";56;94;0
"LK Neumarkt i.d.OPf.";"2021";"41";62;125;3
"LK Neumarkt i.d.OPf.";"2021";"42";77;226;2
"LK Neumarkt i.d.OPf.";"2021";"43";293;158;51
"LK Neumarkt i.d.OPf.";"2021";"44";384;182;24
"LK Neumarkt i.d.OPf.";"2021";"45";1158;99;5
"LK Neumarkt i.d.OPf.";"2021";"46";1047;19;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"01";79;0;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"02";145;0;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"03";111;2;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"04";103;2;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"05";102;10;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"06";76;2;5
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"07";70;4;10
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"08";76;23;12
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"09";46;20;12
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"10";31;49;11
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"11";26;37;3
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"12";35;61;3
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"13";20;80;5
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"14";36;118;2
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"15";89;152;2
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"16";110;172;5
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"17";67;109;9
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"18";37;83;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"19";32;55;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"20";14;34;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"21";14;9;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"22";6;24;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"23";4;5;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"24";3;3;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"25";0;0;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"26";0;1;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"27";1;3;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"28";0;3;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"29";0;6;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"30";0;10;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"31";4;14;0
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"32";1;5;3
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"33";2;14;8
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"34";10;15;8
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"35";7;33;14
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"36";8;28;13
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"37";18;41;12
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"38";20;43;2
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"39";14;55;1
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"40";21;86;6
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"41";36;99;6
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"42";68;121;10
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"43";56;151;9
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"44";107;148;2
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"45";336;81;5
"LK Neustadt a.d.Aisch-Bad Windsheim";"2021";"46";203;15;7
"LK Neustadt a.d.Waldnaab";"2021";"01";184;0;0
"LK Neustadt a.d.Waldnaab";"2021";"02";124;1;0
"LK Neustadt a.d.Waldnaab";"2021";"03";154;14;0
"LK Neustadt a.d.Waldnaab";"2021";"04";114;42;0
"LK Neustadt a.d.Waldnaab";"2021";"05";86;58;0
"LK Neustadt a.d.Waldnaab";"2021";"06";45;52;0
"LK Neustadt a.d.Waldnaab";"2021";"07";93;87;0
"LK Neustadt a.d.Waldnaab";"2021";"08";64;84;0
"LK Neustadt a.d.Waldnaab";"2021";"09";67;79;0
"LK Neustadt a.d.Waldnaab";"2021";"10";27;102;0
"LK Neustadt a.d.Waldnaab";"2021";"11";20;97;0
"LK Neustadt a.d.Waldnaab";"2021";"12";14;93;0
"LK Neustadt a.d.Waldnaab";"2021";"13";32;94;0
"LK Neustadt a.d.Waldnaab";"2021";"14";48;78;0
"LK Neustadt a.d.Waldnaab";"2021";"15";36;78;0
"LK Neustadt a.d.Waldnaab";"2021";"16";32;80;0
"LK Neustadt a.d.Waldnaab";"2021";"17";18;46;0
"LK Neustadt a.d.Waldnaab";"2021";"18";10;22;0
"LK Neustadt a.d.Waldnaab";"2021";"19";9;30;0
"LK Neustadt a.d.Waldnaab";"2021";"20";6;26;0
"LK Neustadt a.d.Waldnaab";"2021";"21";3;10;0
"LK Neustadt a.d.Waldnaab";"2021";"22";2;8;0
"LK Neustadt a.d.Waldnaab";"2021";"23";4;8;0
"LK Neustadt a.d.Waldnaab";"2021";"24";5;14;0
"LK Neustadt a.d.Waldnaab";"2021";"25";1;3;0
"LK Neustadt a.d.Waldnaab";"2021";"26";0;2;0
"LK Neustadt a.d.Waldnaab";"2021";"27";0;1;0
"LK Neustadt a.d.Waldnaab";"2021";"28";0;2;0
"LK Neustadt a.d.Waldnaab";"2021";"29";0;2;0
"LK Neustadt a.d.Waldnaab";"2021";"30";3;7;2
"LK Neustadt a.d.Waldnaab";"2021";"31";6;6;4
"LK Neustadt a.d.Waldnaab";"2021";"32";4;14;4
"LK Neustadt a.d.Waldnaab";"2021";"33";11;25;0
"LK Neustadt a.d.Waldnaab";"2021";"34";8;6;1
"LK Neustadt a.d.Waldnaab";"2021";"35";5;20;1
"LK Neustadt a.d.Waldnaab";"2021";"36";10;17;3
"LK Neustadt a.d.Waldnaab";"2021";"37";3;6;0
"LK Neustadt a.d.Waldnaab";"2021";"38";3;13;0
"LK Neustadt a.d.Waldnaab";"2021";"39";13;59;1
"LK Neustadt a.d.Waldnaab";"2021";"40";15;23;1
"LK Neustadt a.d.Waldnaab";"2021";"41";29;53;2
"LK Neustadt a.d.Waldnaab";"2021";"42";65;49;44
"LK Neustadt a.d.Waldnaab";"2021";"43";104;67;41
"LK Neustadt a.d.Waldnaab";"2021";"44";125;160;0
"LK Neustadt a.d.Waldnaab";"2021";"45";280;104;77
"LK Neustadt a.d.Waldnaab";"2021";"46";653;6;6
"LK Nürnberger Land";"2021";"01";227;0;2
"LK Nürnberger Land";"2021";"02";139;0;2
"LK Nürnberger Land";"2021";"03";86;0;2
"LK Nürnberger Land";"2021";"04";116;1;6
"LK Nürnberger Land";"2021";"05";149;6;5
"LK Nürnberger Land";"2021";"06";108;9;13
"LK Nürnberger Land";"2021";"07";74;6;8
"LK Nürnberger Land";"2021";"08";78;34;10
"LK Nürnberger Land";"2021";"09";45;37;31
"LK Nürnberger Land";"2021";"10";40;56;31
"LK Nürnberger Land";"2021";"11";35;90;44
"LK Nürnberger Land";"2021";"12";58;132;59
"LK Nürnberger Land";"2021";"13";75;104;46
"LK Nürnberger Land";"2021";"14";72;179;53
"LK Nürnberger Land";"2021";"15";40;182;64
"LK Nürnberger Land";"2021";"16";28;178;33
"LK Nürnberger Land";"2021";"17";34;122;27
"LK Nürnberger Land";"2021";"18";40;100;40
"LK Nürnberger Land";"2021";"19";22;94;44
"LK Nürnberger Land";"2021";"20";17;84;17
"LK Nürnberger Land";"2021";"21";6;46;17
"LK Nürnberger Land";"2021";"22";2;46;7
